1,2
1,3
2,3
1,4
2,4
3,4
1,5
2,5
3,5
4,5
1,6
2,6
3,6
4,6
5,6
9,10
10,11
9,12
10,12
11,12
13,14
14,15
17,18
16,19
16,20
19,20
16,21
19,21
20,21
16,22
19,22
20,22
21,22
16,23
19,23
20,23
21,23
22,23
16,24
19,24
20,24
21,24
22,24
23,24
25,26
28,29
7,30
29,30
32,33
34,35
34,36
35,36
37,38
8,41
15,41
8,42
41,42
8,45
41,45
42,45
41,46
42,46
46,47
43,48
47,48
43,49
48,49
46,52
40,54
53,54
40,55
53,55
54,55
41,56
42,56
45,56
41,57
41,58
42,58
45,58
56,58
8,59
15,59
41,59
42,59
45,59
57,59
40,60
41,60
42,60
45,60
46,60
54,60
55,60
56,60
58,60
46,61
52,61
51,62
8,63
46,63
52,63
61,63
46,64
52,64
61,64
63,64
43,65
48,65
49,65
8,66
41,66
42,66
45,66
59,66
45,67
46,67
52,67
61,67
63,67
64,67
45,68
46,68
52,68
61,68
63,68
64,68
67,68
59,70
71,72
75,76
77,78
45,80
66,80
32,81
80,81
32,84
80,84
81,84
80,85
81,85
84,85
80,86
81,86
84,86
85,86
80,87
81,87
84,87
85,87
86,87
80,88
81,88
84,88
85,88
86,88
87,88
32,89
75,89
76,89
81,89
84,89
81,91
84,91
89,91
81,92
84,92
90,92
87,93
88,93
90,93
92,93
80,94
81,94
84,94
85,94
86,94
87,94
88,94
89,94
91,94
26,95
91,95
94,95
80,96
85,96
80,97
81,97
84,97
85,97
86,97
87,97
88,97
90,97
94,97
96,98
32,99
73,99
80,99
81,99
84,99
85,99
86,99
87,99
88,99
89,99
91,99
92,99
93,99
94,99
97,99
8,100
42,100
85,100
97,100
73,101
80,101
85,101
86,101
91,101
95,101
97,101
99,101
15,102
41,102
59,102
15,103
41,103
59,103
102,103
15,104
41,104
59,104
102,104
103,104
15,105
41,105
59,105
102,105
103,105
104,105
80,106
81,106
84,106
85,106
86,106
87,106
88,106
94,106
97,106
99,106
100,106
101,106
81,107
83,107
90,107
92,107
93,107
81,108
83,108
90,108
92,108
93,108
107,108
81,110
83,110
84,110
87,110
88,110
90,110
91,110
92,110
93,110
99,110
107,110
108,110
90,111
92,111
93,111
96,111
107,111
108,111
110,111
80,112
81,112
90,112
92,112
96,112
98,112
84,113
85,113
86,113
92,113
93,113
96,113
98,113
99,113
100,113
106,113
112,113
83,114
84,114
90,114
92,114
93,114
106,114
107,114
108,114
110,114
111,114
25,115
90,115
92,115
93,115
95,115
107,115
108,115
110,115
111,115
114,115
41,116
59,116
96,116
98,116
100,116
112,116
113,116
114,116
84,117
90,117
92,117
93,117
107,117
108,117
110,117
111,117
114,117
115,117
80,118
81,118
84,118
85,118
86,118
87,118
88,118
89,118
91,118
94,118
97,118
99,118
100,118
106,118
80,119
81,119
84,119
85,119
86,119
87,119
88,119
89,119
91,119
94,119
97,119
99,119
100,119
106,119
118,119
115,120
85,121
90,121
92,121
93,121
106,121
107,121
108,121
110,121
111,121
114,121
115,121
117,121
83,122
85,122
90,122
92,122
93,122
106,122
107,122
108,122
110,122
111,122
114,122
115,122
117,122
121,122
85,123
90,123
92,123
93,123
106,123
107,123
108,123
110,123
111,123
114,123
115,123
117,123
121,123
122,123
83,124
85,124
90,124
92,124
93,124
106,124
107,124
108,124
110,124
111,124
114,124
115,124
117,124
121,124
122,124
123,124
90,125
96,125
98,125
112,125
113,125
116,125
32,126
80,126
81,126
84,126
85,126
86,126
87,126
