3,5
2,10
4,11
2,12
10,12
13,14
13,15
6,17
1,19
8,20
8,21
20,21
8,22
20,22
21,22
8,23
20,23
21,23
22,23
8,24
20,24
21,24
22,24
23,24
2,25
10,25
12,25
2,26
10,26
12,26
25,26
6,27
17,27
2,28
10,28
12,28
25,28
26,28
2,29
10,29
12,29
25,29
26,29
28,29
30,31
30,32
31,32
34,35
34,36
35,36
1,38
19,38
1,39
19,39
38,39
1,40
19,40
38,40
39,40
41,42
1,43
19,43
38,43
39,43
40,43
37,45
46,47
44,49
30,51
31,51
32,51
52,53
52,54
53,54
52,55
53,55
54,55
7,56
6,57
17,57
27,57
1,58
19,58
38,58
39,58
40,58
43,58
30,60
31,60
32,60
51,60
2,61
10,61
12,61
25,61
26,61
28,61
29,61
2,62
10,62
12,62
25,62
26,62
28,62
29,62
61,62
8,63
20,63
21,63
22,63
23,63
24,63
6,64
17,64
27,64
57,64
3,65
5,65
4,66
11,66
3,67
5,67
65,67
3,68
5,68
65,68
67,68
83,84
85,86
85,87
86,87
85,88
86,88
87,88
94,95
93,96
93,98
96,98
94,99
95,99
97,100
97,101
100,101
97,103
100,103
101,103
97,104
100,104
101,104
103,104
97,105
100,105
101,105
103,105
104,105
69,108
69,109
108,109
107,110
97,111
100,111
101,111
103,111
104,111
105,111
107,112
110,112
82,114
118,119
118,120
119,120
80,121
118,123
119,123
120,123
118,124
119,124
120,124
123,124
73,126
76,126
73,127
76,127
126,127
74,129
122,130
122,131
130,131
73,132
76,132
126,132
127,132
75,133
122,134
130,134
131,134
76,136
126,136
127,136
132,136
73,138
76,138
126,138
127,138
132,138
136,138
73,139
76,139
126,139
127,139
132,139
136,139
138,139
137,140
137,141
140,141
70,142
73,143
76,143
126,143
127,143
132,143
136,143
138,143
139,143
74,146
129,146
116,148
73,151
76,151
126,151
127,151
132,151
136,151
138,151
139,151
143,151
153,154
116,155
148,155
73,156
76,156
126,156
127,156
132,156
136,156
138,156
139,156
143,156
151,156
74,157
129,157
146,157
73,158
76,158
126,158
127,158
132,158
136,158
138,158
139,158
143,158
151,158
156,158
73,159
76,159
126,159
127,159
132,159
136,159
138,159
139,159
143,159
151,159
156,159
158,159
73,160
76,160
126,160
127,160
132,160
136,160
138,160
139,160
143,160
151,160
156,160
158,160
159,160
73,161
76,161
126,161
127,161
132,161
136,161
138,161
139,161
143,161
151,161
156,161
158,161
159,161
160,161
73,162
76,162
126,162
127,162
132,162
136,162
138,162
139,162
143,162
151,162
156,162
158,162
159,162
160,162
161,162
116,163
148,163
155,163
137,164
140,164
141,164
128,165
128,166
165,166
70,167
142,167
70,168
142,168
167,168
106,174
93,175
96,175
98,175
102,176
73,182
76,182
126,182
127,182
132,182
136,182
138,182
139,182
143,182
151,182
156,182
158,182
159,182
160,182
161,182
162,182
180,183
186,187
186,188
187,188
73,189
76,189
126,189
127,189
132,189
136,189
138,189
139,189
143,189
151,189
156,189
158,189
159,189
160,189
161,189
162,189
182,189
169,191
70,193
142,193
167,193
168,193
128,195
165,195
166,195
74,196
129,196
146,196
157,196
179,197
179,198
197,198
92,201
205,206
91,207
205,208
206,208
92,209
201,209
186,210
187,210
188,210
199,210
211,212
213,214
91,217
207,217
91,218
207,218
217,218
213,219
214,219
196,221
186,222
187,222
188,222
210,222
186,223
187,223
188,223
210,223
222,223
186,224
187,224
188,224
221,224
222,224
223,224
225,226
135,227
122,228
130,228
131,228
134,228
122,229
130,229
131,229
134,229
228,229
194,230
225,232
226,232
186,233
187,233
188,233
199,233
210,233
222,233
223,233
92,237
201,237
209,237
231,239
199,241
70,242
142,242
167,242
168,242
193,242
173,243
180,243
183,243
91,244
179,244
207,244
217,244
218,244
173,245
243,245
186,246
187,246
188,246
199,246
210,246
222,246
223,246
233,246
186,247
187,247
188,247
222,247
223,247
118,249
119,249
120,249
123,249
124,249
135,250
227,250
248,252
253,254
153,255
154,255
72,256
118,257
119,257
120,257
123,257
124,257
249,257
72,260
256,260
72,261
256,261
260,261
213,262
214,262
219,262
97,265
100,265
101,265
103,265
104,265
105,265
111,265
118,266
119,266
120,266
123,266
124,266
249,266
257,266
82,267
98,267
114,267
102,268
176,268
102,269
176,269
268,269
118,270
119,270
120,270
123,270
124,270
249,270
257,270
266,270
93,271
96,271
98,271
175,271
93,272
96,272
98,272
175,272
271,272
118,273
119,273
120,273
123,273
124,273
249,273
257,273
266,273
270,273
185,274
185,275
274,275
16,276
97,277
100,277
101,277
103,277
104,277
105,277
111,277
265,277
181,278
264,279
152,282
152,283
282,283
152,284
282,284
283,284
152,285
282,285
283,285
284,285
122,287
130,287
131,287
134,287
228,287
229,287
122,288
130,288
131,288
134,288
228,288
229,288
287,288
122,291
130,291
131,291
134,291
228,291
229,291
287,291
288,291
122,292
130,292
131,292
134,292
228,292
229,292
287,292
288,292
291,292
122,293
130,293
131,293
134,293
228,293
229,293
287,293
288,293
291,293
292,293
69,294
93,294
96,294
98,294
108,294
109,294
175,294
271,294
272,294
69,295
108,295
109,295
294,295
251,296
297,298
69,299
108,299
109,299
294,299
295,299
108,300
109,300
295,300
299,300
16,301
181,302
278,302
69,303
108,303
109,303
294,303
295,303
299,303
297,304
298,304
16,305
301,305
108,307
109,307
295,307
299,307
300,307
